Genome Name,,Amikacin,Tobramycin,Gentamycin,Imipenem,Meropenam,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/sulfamethoxazole,Ampicillin/sulbactam,Colistin,polymyxin B,Tetracycline,Doxicycline ,Minocycline
,Resistance_phenotype,Aminoglycoside,Aminoglycoside,Aminoglycoside,Beta-lactams-Carbapenems,Beta-lactams-Carbapenems,Carbapenem ,Fluoroquinolone,Fluoroquinolone,Beta-lactam inhibitor,Beta-lactam inhibitor,Cephalosporin,Cephalosporin,Cephalosporin,Cephalosporin,Sulfonamides,Penicillins/beta-lactamase,Polymyxins,Polymyxins,Tetracycline,Tetracycline,Tetracycline
Acinetobacter baumannii strain FDA-CDC-AR_0288,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0303,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0304,,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0308,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0309,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0310,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant
Acinetobacter baumannii strain MRSN10372,,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11669,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11698,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11707,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN11736,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11737,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11744,,Susceptible,Resistant,Resistant,Susceptible,Susceptible,Susceptible,Resistant,NA,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11757,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11764,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11765,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11778,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11795,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11815,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11816,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11819,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11821,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11822,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN11826,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN1308,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN1339,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN1428,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN1439,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN1449,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN15045,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN15046,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN15070,,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN15075,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN15076,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN15082,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN15087,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN15088,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN1551,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN1598,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN2009,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN2821,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN2830,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN3843,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7091,,Susceptible,Resistant,Resistant,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7127,,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7148,,Susceptible,Resistant,Resistant,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7150,,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7153,,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7204,,Susceptible,Resistant,Resistant,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7295,,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7301,,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7325,,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7345,,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7346,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7347,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7348,,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7368,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7435,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7446,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7460,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7463,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7472,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7482,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7486,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7503,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7564,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7585,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,NA,Susceptible,NA,NA,NA,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7600,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7618,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7637,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,NA,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7655,,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7657,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7709,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7725,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Resistant,NA,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7731,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7735,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7740,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7782,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,NA,NA,NA,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain 130,,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 171,,NA,Resistant,Susceptible,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,Resistant,Resistant,Susceptible,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 177,,NA,Susceptible,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 182,,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 183,,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Susceptible,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 260,,NA,Susceptible,Susceptible,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 329,,NA,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Susceptible,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 360,,NA,Susceptible,Susceptible,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 362,,NA,Susceptible,Susceptible,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 456,,NA,Susceptible,Susceptible,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 468,,NA,Susceptible,NA,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 473,,NA,Susceptible,Susceptible,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain 87,,NA,Resistant,NA,NA,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain BL02,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL03,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL04,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL05,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL06,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL07,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL08,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL09,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL10,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL11,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL12,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL13,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL14,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL15,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL16,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL17,,Susceptible,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL18,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL19,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL20,,Susceptible,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL21,,Susceptible,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL22,,Susceptible,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL23,,Susceptible,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain BL24,,Resistant,NA,NA,Resistant,NA,NA,Resistant,NA,Resistant,NA,NA,NA,NA,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0285,,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0300,,Resistant,Resistant,Resistant,Susceptible,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,Susceptible,Susceptible,Resistant,NA,NA
Acinetobacter baumannii strain FDA-CDC-AR_0305,,NA,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible
Acinetobacter baumannii strain FDA-CDC-AR_0307,,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant
Acinetobacter baumannii strain FDA-CDC-AR_0312,,Susceptible,Resistant,Resistant,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,NA,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,Resistant,NA,Susceptible
